Date,Close
2021-01-04,0.06691838304379982
2021-01-05,-0.015729453215932554
2021-01-06,0.03495798999251298
2021-01-07,0.05346460776520101
2021-01-08,-0.01722236021742085
2021-01-11,-0.013049962130501358
2021-01-12,-0.001322274212817165
2021-01-13,-0.006430913415602535
2021-01-14,-0.004759185336208338
2021-01-15,-0.030795670178936474
2021-01-18,-0.040260555588856106
2021-01-19,0.034546614054203895
2021-01-20,0.0021864559468918188
2021-01-21,-0.012693422942639754
2021-01-22,-0.038971463374161464
2021-01-25,0.00459868734864588
2021-01-27,-0.03703707402783518
2021-01-28,-0.01015553613194986
2021-01-29,-0.012006112045324868
2021-02-01,0.06562081662897712
2021-02-02,0.05888456294135347
2021-02-03,0.007440743901921065
2021-02-04,0.017881461613216798
2021-02-05,0.0007637273073042294
2021-02-08,0.06449160379278496
2021-02-09,-0.003226470554875016
2021-02-10,0.004855263651369013
2021-02-11,0.05726557030634716
2021-02-12,-0.015572126247233475
2021-02-15,0.0020632944455278857
2021-02-16,0.03877837416839491
2021-02-17,0.00396426148803708
2021-02-18,0.0197433370136888
2021-02-19,-0.006130990760845223
2021-02-22,0.026298720779220908
2021-02-23,0.0536222134712645
2021-02-24,-0.0007506380693819148
2021-02-25,0.05378613174709623
2021-02-26,-0.02979758095930718
2021-03-01,0.011315227038942055
2021-03-02,0.003342034234082414
2021-03-03,0.04083998841419256
2021-03-04,-0.027549725433982597
2021-03-05,-0.03319503677681945
2021-03-08,-0.0036998667390877316
2021-03-09,-0.009952483482724594
2021-03-10,0.021305344336083998
2021-03-12,-0.029822223655256774
2021-03-15,0.010902410263994744
2021-03-16,0.00029959857278361035
2021-03-17,-0.022461815318271627
2021-03-18,0.0165440995688253
2021-03-19,0.009945805061331248
2021-03-22,0.013876436636053091
2021-03-23,-0.023693857247976458
2021-03-24,-0.04205610942214866
2021-03-25,-0.011801730920535047
2021-03-26,0.04187896178343942
2021-03-30,-0.0025982149337896443
2021-03-31,0.0016856206565352139
2021-04-01,0.0715924539404782
2021-04-05,0.0011420242683797266
2021-04-06,-0.0005703179906513256
2021-04-07,0.004993579512275748
2021-04-08,0.036910844852555025
2021-04-09,-0.011363701707654994
2021-04-12,-0.06882696808177147
2021-04-13,0.037180248524202986
2021-04-15,0.013908734823903535
2021-04-16,0.04652810792911133
2021-04-19,-0.023243259459459487
2021-04-20,-0.005672352058755159
2021-04-22,-0.009739807824018842
2021-04-23,-0.01784461400290105
2021-04-26,-0.0032903977110156912
2021-04-27,0.05138508308221468
2021-04-28,-0.00996585392491467
2021-04-29,0.026337528521717557
2021-04-30,-0.02082493651739792
2021-05-03,0.015230565563620901
2021-05-04,-0.020002767292787715
2021-05-05,0.012550043168116254
2021-05-06,0.05134842193383138
2021-05-07,0.039253772584414426
