Date,Close
2021-01-04,0.02134411441888045
2021-01-05,0.02155113041077289
2021-01-06,0.02015189379641639
2021-01-07,0.02011075282624032
2021-01-08,0.01962397895801997
2021-01-11,0.02531077947797682
2021-01-12,0.02011473093166623
2021-01-13,0.02101244029505927
2021-01-14,0.021590860489958084
2021-01-15,0.019833678179750222
2021-01-18,0.023778952090300474
2021-01-19,0.01972527987765658
2021-01-20,0.020213260428460403
2021-01-21,0.02210132144083948
2021-01-22,0.019264198903411252
2021-01-25,0.020965953042766827
2021-01-27,0.0197947408890333
2021-01-28,0.02024956456819437
2021-01-29,0.01978943161560555
2021-02-01,0.019819372233776153
2021-02-02,0.01986090131826345
2021-02-03,0.01921398699130676
2021-02-04,0.02007365353031037
2021-02-05,0.01885170603960724
2021-02-08,0.018708836409922512
2021-02-09,0.019730945028220724
2021-02-10,0.01793789448032086
2021-02-11,0.01806832557824826
2021-02-12,0.018209573426690596
2021-02-15,0.017172389205108652
2021-02-16,0.017632732634761034
2021-02-17,0.017063244876970057
2021-02-18,0.01671864950833574
2021-02-19,0.0189187942895737
2021-02-22,0.017003916478150218
2021-02-23,0.021426316491738602
2021-02-24,0.017309935084564063
2021-02-25,0.01846417820798745
2021-02-26,0.018630999031281712
2021-03-01,0.02099281347913712
2021-03-02,0.01837621007774485
2021-03-03,0.02093693279076889
2021-03-04,0.018903355637867034
2021-03-05,0.01854704629929694
2021-03-08,0.019072342489897618
2021-03-09,0.01792475023132875
2021-03-10,0.018712920311048292
2021-03-12,0.018629471633133464
2021-03-15,0.017421670546210525
2021-03-16,0.01894867883856825
2021-03-17,0.017218795302337844
2021-03-18,0.017302509778951185
2021-03-19,0.018744810895183404
2021-03-22,0.016638430403260886
2021-03-23,0.018482750957870338
2021-03-24,0.01701549004384626
2021-03-25,0.017906744184346006
2021-03-26,0.018498190445272303
2021-03-30,0.0179247621677201
2021-03-31,0.01887283743504012
2021-04-01,0.018954979117805294
2021-04-05,0.017385022146872226
2021-04-06,0.01792995761780267
2021-04-07,0.01749171124740631
2021-04-08,0.017088882951370614
2021-04-09,0.018610446470516906
2021-04-12,0.01790244090984357
2021-04-13,0.017348971646715793
