Date,Open,High,Low,Close,Adj Close,Volume
2021-01-01,976.000000,981.200012,971.200012,977.950012,892.592834,1268291
2021-01-04,980.599976,1005.000000,975.000000,1001.950012,914.498169,3515825
2021-01-05,1002.500000,1007.950012,991.299988,1003.849976,916.232239,4040321
2021-01-06,1004.000000,1026.000000,983.349976,997.150024,910.117065,4677359
2021-01-07,1005.500000,1010.000000,988.599976,994.750000,907.926575,3354950
2021-01-08,1007.750000,1060.000000,1005.450012,1051.099976,959.358154,9279370
2021-01-11,1062.099976,1081.550049,1040.500000,1077.599976,983.545227,6488791
2021-01-12,1077.599976,1077.650024,1053.000000,1064.199951,971.314697,4257926
2021-01-13,1074.000000,1078.750000,1050.050049,1069.650024,976.289063,4671772
2021-01-14,1064.000000,1064.000000,1030.000000,1052.599976,960.727295,4765344
2021-01-15,1049.500000,1062.800049,1002.650024,1007.299988,919.381165,6063896
2021-01-18,998.000000,1013.799988,991.950012,998.250000,911.120972,4659705
2021-01-19,1006.599976,1008.450012,987.200012,992.500000,905.872864,4416027
2021-01-20,997.000000,1023.400024,997.000000,1019.450012,930.470703,4687853
2021-01-21,1026.000000,1033.349976,994.500000,1004.700012,917.008057,3911527
2021-01-22,1004.700012,1005.000000,975.000000,980.849976,895.239807,3922421
2021-01-25,985.849976,997.900024,962.200012,972.049988,887.207825,2751784
2021-01-27,978.000000,1004.900024,973.650024,997.099976,910.071350,6975618
2021-01-28,990.000000,990.000000,965.000000,981.599976,895.924255,4274190
2021-01-29,990.099976,995.900024,956.000000,961.400024,877.487366,4425911
2021-02-01,961.900024,961.900024,921.150024,941.750000,859.552490,6321189
2021-02-02,955.000000,972.900024,937.500000,957.200012,873.653992,4971530
2021-02-03,965.000000,1000.000000,960.099976,981.450012,895.787292,5640121
2021-02-04,987.950012,988.000000,964.299988,969.200012,884.606567,4232910
2021-02-05,972.349976,980.849976,950.049988,959.400024,875.661987,3077720
2021-02-08,969.799988,993.000000,960.549988,982.549988,896.791321,3713579
2021-02-09,978.599976,999.799988,967.250000,975.099976,889.991577,3086774
2021-02-10,975.500000,980.250000,957.599976,974.900024,889.809143,2776301
2021-02-11,975.000000,988.650024,972.849976,985.599976,899.575195,2070435
2021-02-12,990.000000,1009.000000,986.250000,991.200012,904.686340,5863879
2021-02-15,996.000000,996.000000,977.500000,979.200012,893.733704,2487825
2021-02-16,990.000000,1000.000000,973.500000,986.799988,900.670349,3912433
2021-02-17,989.000000,996.599976,971.400024,980.450012,894.874695,2227724
2021-02-18,982.000000,1015.500000,981.500000,1010.599976,922.393066,6742595
2021-02-19,1013.650024,1019.200012,972.650024,993.950012,907.196350,4357699
2021-02-22,998.950012,1011.000000,941.900024,950.700012,867.721252,5946290
2021-02-23,952.000000,962.750000,931.000000,945.750000,863.203369,4120032
2021-02-24,950.000000,963.900024,936.650024,960.049988,876.255249,1686531
2021-02-25,964.000000,969.000000,952.250000,957.799988,874.201660,3682791
2021-02-26,945.000000,948.849976,915.000000,918.849976,838.651123,5254937
2021-03-01,935.450012,957.000000,926.349976,936.000000,854.304321,3429569
2021-03-02,944.500000,971.000000,942.000000,967.099976,882.689819,3703190
2021-03-03,972.200012,980.200012,961.450012,976.000000,890.813049,3203532
2021-03-04,960.000000,994.700012,955.599976,968.049988,883.556885,5134954
