Date,Open,High,Low,Close,Adj Close,Volume
2021-01-01,2880.000000,2940.000000,2879.000000,2928.250000,2732.801758,2681440
2021-01-04,2950.000000,3050.750000,2940.949951,3039.449951,2836.579590,5113293
2021-01-05,3039.600098,3114.250000,3039.600098,3093.000000,2886.555176,5801309
2021-01-06,3100.000000,3113.500000,3037.199951,3051.500000,2847.825684,3726716
2021-01-07,3075.000000,3080.850098,3000.250000,3032.800049,2830.373779,3717827
2021-01-08,3090.000000,3128.000000,3060.000000,3120.899902,2912.593506,5879039
2021-01-11,3230.000000,3230.000000,3146.550049,3176.449951,2964.435303,9508039
2021-01-12,3176.449951,3210.000000,3150.000000,3174.850098,2962.942627,3611458
2021-01-13,3175.000000,3177.000000,3126.250000,3158.949951,2948.103516,3572801
2021-01-14,3155.000000,3266.500000,3120.399902,3250.699951,3039.502686,6931542
2021-01-15,3235.000000,3274.000000,3210.000000,3233.350098,3023.280029,4131692
2021-01-18,3250.000000,3256.750000,3187.399902,3221.750000,3012.434082,4160906
2021-01-19,3233.000000,3279.000000,3232.000000,3260.699951,3048.853271,2975735
2021-01-20,3270.000000,3327.949951,3267.100098,3308.800049,3093.828369,3453446
2021-01-21,3305.000000,3309.149902,3262.100098,3273.850098,3061.149170,2778546
2021-01-22,3241.899902,3325.000000,3241.899902,3303.100098,3088.499023,3052459
2021-01-25,3308.949951,3339.800049,3278.649902,3291.300049,3077.465332,2272887
2021-01-27,3300.000000,3306.449951,3227.000000,3261.050049,3049.180420,2786662
2021-01-28,3230.000000,3275.000000,3183.800049,3196.550049,2988.871094,3083938
2021-01-29,3210.050049,3216.850098,3100.000000,3111.350098,2909.206543,5445659
2021-02-01,3100.000000,3165.000000,3044.100098,3139.350098,2935.387451,3985846
2021-02-02,3174.000000,3224.000000,3150.000000,3203.449951,2995.322510,2881837
2021-02-03,3213.000000,3236.000000,3162.649902,3200.050049,2992.143066,2505866
2021-02-04,3216.050049,3237.850098,3176.000000,3188.449951,2981.297363,2057261
2021-02-05,3198.949951,3205.850098,3129.000000,3157.949951,2952.778809,2366135
2021-02-08,3189.500000,3226.000000,3155.149902,3214.100098,3005.281006,2526592
2021-02-09,3195.000000,3245.800049,3164.000000,3176.899902,2970.497559,2658751
2021-02-10,3185.000000,3219.399902,3157.300049,3213.300049,3004.532715,2127983
2021-02-11,3215.000000,3219.300049,3185.050049,3206.000000,2997.707275,1165882
2021-02-12,3184.199951,3245.500000,3182.000000,3190.800049,2983.494141,2777404
2021-02-15,3209.000000,3209.000000,3131.550049,3139.850098,2935.854980,2630853
2021-02-16,3150.000000,3167.649902,3100.000000,3108.800049,2906.821777,3435770
2021-02-17,3105.100098,3132.850098,3045.550049,3073.100098,2873.441650,3678426
